Material ID,Composition,Band Gap,Calc Types
mp-1221114,Na2 Ce2 Ti2 Nb2 O12 F2,0.199799999999999,"{'mp-1221114': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1370025': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1874058': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1221023,Na2 Gd2 Ti2 Nb2 O12 F2,0.0,"{'mp-1221023': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1377727': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1682516': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1773235': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1220733,Na2 Y2 Ti2 Nb2 O12 F2,2.773599999999999,"{'mp-1220733': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1332939': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1863599': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1221057,Na2 Eu2 Ti2 Nb2 O12 F2,0.0,"{'mp-1221057': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1342351': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1682521': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1928404': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1220995,Na2 Nd2 Ti2 Nb2 O12 F2,2.768299999999999,"{'mp-1220995': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1368894': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1865242': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1233666,Ba6 Mg1 Sc2 C2 O6 F14,0.9074000000000001,{'mp-1233666': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>}
mp-2226719,Cs2 Mg1 Mn1 V2 Br2 O6,0.9732000000000001,"{'mp-2226719': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-2228267': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-1193627,Na2 Ca2 Be4 B4 O12 F2,5.0458,"{'mp-1193627': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1382034': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1675463': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1873093': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1629874': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2138584': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2686049': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-42599,Na4 Y4 Ti4 Nb4 O24 F4,2.8506,"{'mp-741077': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-729661': <CalcType.GGA_Static: 'GGA Static'>, 'mp-42599': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1360630': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1881565': <CalcType.GGA_Static: 'GGA Static'>, 'mp-748719': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-42897,Na4 Pr4 Ti4 Nb4 O24 F4,2.9583,"{'mp-739592': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-725154': <CalcType.GGA_Static: 'GGA Static'>, 'mp-42897': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1362361': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1893097': <CalcType.GGA_Static: 'GGA Static'>, 'mp-747673': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-43134,Na4 Nd4 Ti4 Nb4 O24 F4,2.9335,"{'mp-738769': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-725139': <CalcType.GGA_Static: 'GGA Static'>, 'mp-43134': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1360090': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1888720': <CalcType.GGA_Static: 'GGA Static'>, 'mp-746613': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-43055,Na4 Ce4 Ti4 Nb4 O24 F4,0.034600000000000006,"{'mp-997667': <CalcType.GGA_Static: 'GGA Static'>, 'mp-43055': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1331762': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1936179': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1195389,P8 H64 Pb4 C24 N8 O24,3.2384,"{'mp-1195389': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1335250': <CalcType.GGA_Static: 'GGA Static'>}"
mp-42981,Na4 Gd4 Ti4 Nb4 O24 F4,2.418299999999999,"{'mp-739118': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-724543': <CalcType.GGA_Static: 'GGA Static'>, 'mp-42981': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1362121': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1773342': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1880033': <CalcType.GGA_Static: 'GGA Static'>}"
mp-43048,Na4 Eu4 Ti4 Nb4 O24 F4,0.0,"{'mp-997665': <CalcType.GGA_Static: 'GGA Static'>, 'mp-43048': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1333702': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1770053': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1876412': <CalcType.GGA_Static: 'GGA Static'>}"
mp-1219593,Rb1 Nd1 Ti1 Nb1 O6 F1,1.8522999999999992,"{'mp-1219593': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1391988': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1742405': <CalcType.GGA_NSCF_Uniform: 'GGA NSCF Uniform'>, 'mp-1832192': <CalcType.GGA_Static: 'GGA Static'>, 'mp-1586468': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2053431': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-2301914': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-1218475,Sr4 Mg1 Ti1 Fe2 As2 O6,0.0,"{'mp-1218475': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1332338': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1770100': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-2232641,Sr4 Mg1 V2 Fe2 As2 O6,0.0,"{'mp-2232641': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-2233164': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}"
mp-2241433,Sr4 Mg1 Mn2 Cu2 S2 O6,0.0,{'mp-2241433': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>}
mp-1176411,Na8 Li4 Fe4 P4 C4 O28,3.8533,"{'mp-1176411': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1348834': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1889770': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1176381,Na4 Li2 Fe2 P2 C2 O14,3.7638,"{'mp-1176381': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1370751': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1772052': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1807853': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1176400,Na8 Li4 Fe4 P4 C4 O28,3.8095,"{'mp-1176400': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1352812': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1881751': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1176546,Na8 Li4 Mn4 P4 C4 O28,3.428,"{'mp-1176546': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1351923': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1881657': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-1101482,Na4 Li8 Fe4 P4 C4 O28,3.991799999999999,"{'mp-1101482': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1352248': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1887060': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1680397': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>}"
mp-1176392,Na8 Li4 Fe4 P4 C4 O28,1.4357,"{'mp-1176392': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1351614': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1878214': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1681305': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>}"
mp-1101703,Na4 Li8 Fe4 P4 C4 O28,2.024399999999999,"{'mp-1101703': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1350955': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1877131': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1679406': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>}"
mp-1101716,Na4 Li8 Fe4 P4 C4 O28,1.3709,"{'mp-1101716': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1352531': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1936618': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1686074': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>}"
mp-1667139,Na4 Li8 Fe4 P4 C4 O28,3.9832,"{'mp-1667139': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1884019': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-2232789,Na2 Mg1 Mn1 P2 O7 F3,1.5187,"{'mp-2233319': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-2232789': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-720948,Na4 Ca8 Lu4 Si8 O28 F8,1.2056,"{'mp-734080': <CalcType.GGA_Static: 'GGA Static'>, 'mp-738378': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-720948': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1324359': <CalcType.GGA_Static: 'GGA Static'>, 'mp-745924': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1897239': <CalcType.GGA_Static: 'GGA Static'>}"
mp-756734,Na4 Li2 Mn2 P2 C2 O14,3.6664000000000003,"{'mp-803435': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-811725': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-770672': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-756734': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1375952': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-832993': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-812347': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1574247': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1653197': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1806960': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828622': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832212': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-771007,Na4 Li8 Fe4 P4 C4 O28,4.0433,"{'mp-771424': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-803681': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-811998': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-771007': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1343406': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-812595': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1579770': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1644997': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1650138': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1652267': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1652628': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1653346': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1651575': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1653172': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1652648': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1652334': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1654283': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1643549': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1667657': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1666663': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1666835': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1667253': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1979142': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1979157': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1984668': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1984398': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1986731': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1983807': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1982527': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1982000': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1987792': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-885777': <CalcType.GGA_Static: 'GGA Static'>}"
mp-772501,Na8 Li4 Mn4 P4 C4 O28,3.7256,"{'mp-773686': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-804369': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813315': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772501': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1351811': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833466': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814015': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1770981': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1937420': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828856': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832693': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-772651,Na4 Li8 Mn4 P4 C4 O28,3.7868,"{'mp-804414': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813488': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773802': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-772651': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1349071': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833508': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814258': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1772123': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1881722': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-829661': <CalcType.GGA_Static: 'GGA Static'>, 'mp-786549': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832745': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-773122,Na8 Li4 Fe4 P4 C4 O28,3.753299999999999,"{'mp-773690': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-807978': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813301': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773122': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1352010': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-814006': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1655501': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-772567,Na8 Li4 Mn4 P4 C4 O28,3.7406,"{'mp-773726': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-813314': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-804403': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-772567': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1349903': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-814025': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-833474': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1772214': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1938443': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828863': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832704': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-772618,Na4 Li8 Mn4 P4 C4 O28,3.802399999999999,"{'mp-804357': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813299': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773546': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-772618': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-832674': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1352953': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833455': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-813994': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1875602': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828832': <CalcType.GGA_Static: 'GGA Static'>}"
mp-772411,Na8 Li4 Mn4 P4 C4 O28,3.6965,"{'mp-805107': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-774267': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-813680': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772411': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1349476': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833461': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814459': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1771433': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1935940': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828846': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832680': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-772634,Na4 Li8 Mn4 P4 C4 O28,3.7745,"{'mp-773743': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-804388': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813312': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772634': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1349959': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833506': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814031': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1770463': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1938040': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-829611': <CalcType.GGA_Static: 'GGA Static'>, 'mp-832787': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-772499,Na8 Li4 Mn4 P4 C4 O28,3.695699999999999,"{'mp-804363': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813300': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773685': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-772499': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1353682': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833465': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814003': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1773460': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1888037': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-832694': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-828851': <CalcType.GGA_Static: 'GGA Static'>}"
mp-772519,Na4 Li8 Mn4 P4 C4 O28,3.7447,"{'mp-805150': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-774265': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-813675': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772519': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-832689': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1353668': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833468': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-814457': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1887017': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828857': <CalcType.GGA_Static: 'GGA Static'>}"
mp-772717,Na4 Li8 Fe4 P4 C4 O28,4.0107,"{'mp-804706': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-773689': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-813388': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772717': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1348999': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-814035': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1886856': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-771039,Na2 Li4 Mn2 P2 C2 O14,3.7605,"{'mp-803724': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-812018': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-771493': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-771039': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1343318': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833222': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-812626': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1652120': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1651110': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1653964': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1667232': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1667493': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-1666364': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1809117': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-832510': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
mp-772558,Na4 Li8 Mn4 P4 C4 O28,3.8061,"{'mp-773445': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-804318': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813234': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-772558': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-832675': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-1349186': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833454': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-813964': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1770414': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1888644': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-828830': <CalcType.GGA_Static: 'GGA Static'>}"
mp-772927,Na4 Li8 Fe4 P4 C4 O28,3.9249,"{'mp-1101721': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-772927': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1350617': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1888606': <CalcType.GGA_U_Static: 'GGA+U Static'>}"
mp-773033,Na8 Li4 Fe4 P4 C4 O28,0.002499999999999,"{'mp-773705': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-804738': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813311': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773033': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1351210': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-814021': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1887520': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1680732': <CalcType.GGA_U_NSCF_Uniform: 'GGA+U NSCF Uniform'>}"
mp-772234,Na4 Li8 Mn4 P4 C4 O28,3.7901,"{'mp-804216': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-813176': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-773404': <CalcType.GGA_U_Structure_Optimization: 'GGA+U Structure Optimization'>, 'mp-772234': <CalcType.GGA_Structure_Optimization: 'GGA Structure Optimization'>, 'mp-1352128': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-833425': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>, 'mp-813925': <CalcType.GGA_U_NSCF_Line: 'GGA+U NSCF Line'>, 'mp-1772546': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-1890018': <CalcType.GGA_U_Static: 'GGA+U Static'>, 'mp-832656': <CalcType.GGA_NSCF_Line: 'GGA NSCF Line'>}"
